County,National.Database.Number,Field.Number,Nmfs.Regional.Number,Confidence.Code,Common.Name,Genus,Species,Report.Status,Examiner.Name,Affiliation,Stranding.Agreement.Authority,Region,City,State,Body.of.Water,Locality.Detail,Latitude,Latitude.Units,Latitude.Actual.Estimate,Longitude,Longitude.Units,Longitude.Actual.Estimate,How.lat.long.determined,Restrand,Findings.of.Human.Interaction,Observation.Date,Year.of.Observation,Month.of.Observation,Day.of.Observation,How.Observed,Observation.Date.Act.Est,Observation.Status,Not.Able.to.Examine,Date.of.Examination,Year.of.Examination,Month.of.Examination,Day.of.Examination,Condition.at.Examination,Left.at.Site,Sex,Age.Class,Length,Length.Units,Length.actual.estimate,Weight,Weight.Units,Weight.actual.estimate,Necropsied.Flag,Necropsy.Limited.Flag,Necropy.Carcass.Fresh.Frozen,Date.of.Necropsy,Year.of.Necropsy,Month.of.Necropsy,Day.of.Necropsy,Stranding.Necropsied.By,Additional.Remarks,Additional.Identifiers,Cetacean.Common.Name,Water.Body,mean_lat,mean_long,Long_error,Lat_error,long_corr,lat_corr
San Juan,NW-2010-1122420,2010-SJ104,10NWR09009,Confirmed - Minimum,"Cetacean, unidentified",NA,NA,Validated,Amy Traxler,Whale Museum,San Juan County Marine Mammal Stranding Network,NW,San Juan Island,WA,Pacific Ocean,Floating off SW side of island,48.49636,decimal degrees,estimate,-123.124745,decimal degrees,estimate,Internet,N,CBD,2010-SEP-12,2010,SEP,12,Floating,NA,Condition Unknown,Y,NA,NA,NA,NA,NA,N,Unid,Unid,0,cm,estimate,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,"A stranding network volunteer saw through her spotting scope what appeared to be a porpoise or dolphin floating ~50 yards offshore of San Juan Island. When she went down close to the shoreline, she couldn't locate it again nor could the Stranding Network Coordinator. She said it was gray with a lot of white and felt it could be a Pacific White-sided dolphin which are rarely seen in this area but had been in that general location 3 days prior to this sighting.",NA,Unidentified,Inland_WA,48.45324481,-122.9518214,0.172923596,-0.043115193,-123.124745,48.49636
San Juan,NW-2010-1115822,2010-SJ014,10NWR05014,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Amy Traxler,Whale Museum,San Juan County Marine Mammal Stranding Network,NW,Anacortes,WA,Pacific Ocean,Flounder Bay (Skyline Marina),48.49255,decimal degrees,actual,-122.6806,decimal degrees,actual,GPS,N,CBD,2010-MAY-16,2010,MAY,16,Floating,NA,Moderate Decomposition,N,2010-MAY-18,2010,MAY,18,Moderate Decomposition,N,Male,Subadult,124,cm,actual,NA,NA,NA,Y,complete,fresh,2010-MAY-18,2010,MAY,18,J Gaydos,NA,NA,Harbor porpoise,Inland_WA,48.45324481,-122.9518214,-0.271221404,-0.039305193,-122.6806,48.49255
San Juan,NW-2010-1115545,2010-SJ012,10NWR05010,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Amy Traxler,Whale Museum,San Juan County Marine Mammal Stranding Network,NW,Lopez Island,WA,Pacific Ocean,Fisherman Bay entrance,48.5269,decimal degrees,actual,-122.9262,decimal degrees,actual,GPS,N,CBD,2010-MAY-14,2010,MAY,14,Floating,NA,Fresh Dead,N,2010-MAY-27,2010,MAY,27,Fresh Dead,N,Male,Subadult,150,cm,actual,41,kg,actual,Y,complete,frozen,2010-MAY-27,2010,MAY,27,J. Gaydos,NA,NA,Harbor porpoise,Inland_WA,48.45324481,-122.9518214,-0.025621404,-0.073655193,-122.9262,48.5269
San Juan,NW-2005-1053091,2005-SJ122,05NWR11011,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,R. Osborne,Whale Museum,Whale Museum,NW,Guemes Island,WA,Puget Sound,.5 mile E of ferry dock,48.35,deg/min/sec,estimate,-122.3705,deg/min/sec,estimate,Internet,N,CBD,2005-NOV-19,2005,NOV,19,Beach or Land,NA,Advanced Decomposition,N,2005-NOV-19,2005,NOV,19,Advanced Decomposition,N,Unid,Subadult,131,cm,actual,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,48.45324481,-122.9518214,-0.581321404,0.103244807,-122.3705,48.35
San Juan,NW-2014-1157140,2014-SJ005,14NWR05003,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jennifer Olson,Whale Museum,Whale Museum,NW,San Juan Island,WA,Pacific Ocean,Private cove on west side of San Juan Island,48.490399,decimal degrees,actual,-123.102943,decimal degrees,actual,GPS,N,CBD,2014-MAY-23,2014,MAY,23,Beach or Land,NA,Advanced Decomposition,N,2014-MAY-23,2014,MAY,23,Advanced Decomposition,N,Unid,Adult,190,cm,estimate,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,48.45324481,-122.9518214,0.151121596,-0.037154193,-123.102943,48.490399
San Juan,NW-2002-1000372,2002-SJ025,02NWR08024,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,R. Osborne,Whale Museum,Whale Museum,NW,Shaw Island,WA,Puget Sound,Neck Point; S side,NA,NA,NA,NA,NA,NA,NA,NA,N,2002-AUG-06,2002,AUG,6,Beach or Land,NA,Fresh Dead,N,2002-AUG-06,2002,AUG,6,Fresh Dead,NA,Unid,Calf,39,in,estimate,NA,kg,actual,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,48.45324481,-122.9518214,NA,NA,-122.9518214,48.45324481
San Juan,NW-2007-1070283,2007-SJ081,07NWR08032,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Amy Traxler,Whale Museum,San Juan County Marine Mammal Stranding Network,NW,Orcas Island,WA,Rosario Straight,Private beach SE of Doe Bay Resort,48.3808,deg/min/sec,estimate,-122.4505,deg/min/sec,estimate,Map,N,CBD,2007-AUG-28,2007,AUG,28,Beach or Land,NA,Fresh Dead,N,2007-AUG-30,2007,AUG,30,Fresh Dead,N,Female,Calf,83,cm,actual,9,kg,actual,Y,NA,NA,2007-SEP-10,2007,SEP,10,J Gaydos,NA,NA,Harbor porpoise,Inland_WA,48.45324481,-122.9518214,-0.501321404,0.072444807,-122.4505,48.3808
San Juan,NW-2017-1196611,2017-SJ007,17NWR05084,Confirmed- Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Volunteer,Whale Museum,Whale Museum,NW,San Juan Island,WA,Pacific Ocean,Friday Harbor,48.5339,decimal degrees,estimate,-122.9952,decimal degrees,estimate,NA,N,CBD,2017-MAY-29,2017,MAY,29,Beach or Land,NA,Moderate Decomposition,N,2017-MAY-29,2017,MAY,29,Moderate Decomposition,N,Unid,Adult,120,cm,estimate,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,Cursory exam of porpoise was conducted by volunteer due to condition of the carcass,NA,Harbor porpoise,Inland_WA,48.45324481,-122.9518214,0.043378596,-0.080655193,-122.9952,48.5339
San Juan,NW-2011-1131673,2011-SJ006,11NWR06001,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Amy Traxler,Whale Museum,San Juan County Marine Mammal Stranding Network,NW,Lopez Island,WA,Pacific Ocean,303 Hodgson Rd - private beach,48.448162,decimal degrees,estimate,-122.90519,decimal degrees,estimate,Internet,N,CBD,2011-JUN-01,2011,JUN,1,NA,NA,Advanced Decomposition,Y,NA,NA,NA,NA,NA,N,Unid,Yearling,101,cm,estimate,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,"This carcass was washed out by the tide before a volunteer could respond; however, owner of property took several good photos with which to confirm ID and get an approximate estimate of age and length.",NA,Harbor porpoise,Inland_WA,48.45324481,-122.9518214,-0.046631404,0.005082807,-122.90519,48.448162
San Juan,NW-2010-1115001,2010-SJ009,10NWR05005,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Amy Traxler,Whale Museum,San Juan County Marine Mammal Stranding Network,NW,San Juan Island,WA,Pacific Ocean,Deadman Cove,48.513307,decimal degrees,estimate,-123.147683,decimal degrees,estimate,Internet,N,CBD,2010-MAY-08,2010,MAY,8,Beach or Land,NA,Fresh Dead,N,2010-MAY-11,2010,MAY,11,Fresh Dead,N,Male,Adult,136,cm,actual,NA,NA,NA,Y,complete,fresh,2010-MAY-11,2010,MAY,11,J. Gaydos,NA,NA,Harbor porpoise,Inland_WA,48.45324481,-122.9518214,0.195861596,-0.060062193,-123.147683,48.513307
San Juan,NW-2012-1144846,2012-SJ040,12NWR08006,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Amy Traxler,Whale Museum,San Juan County Marine Mammal Stranding Network,NW,Jones Island,WA,Pacific Ocean,N of Jones in San Juan Channel,48.62417,decimal degrees,actual,-123.07611,decimal degrees,actual,GPS,N,CBD,2012-AUG-13,2012,AUG,13,Floating,NA,Fresh Dead,N,2012-AUG-21,2012,AUG,21,Fresh Dead,N,Male,Calf,93,cm,actual,13.5,kg,actual,Y,complete,frozen,2012-AUG-21,2012,AUG,21,J Gaydos,"Sub-cutaneous blubber is orange looking. Bruise on right caudal edge of thorax and cranial edge of abdomen (10 cm) in diameter from mid-ventral line all the way up: extends dorsally. Multifocal areas of hemorrhage at base of skull and right lateral of head that extends through muscle to subcutaneous fat. Bruising on cranial aspect of melon (more right than left). Pan fat is dark red (right side). Blood in chest cavity and blood in abdominal cavity. Right lung lobe darker, rib margins are visible ? foam in lungs. Bleeding in capsule of right kidney laterally. Spleen is soft as if its been ruptured. Caudal half of right kidney has sub-capsular hemorrhage. Fissure at cranial aspect of liver. Accessory spleen is firm. Hemorrhage in capsule on lateral side of L kidney. Bruising on bladder ? urine is dark red. Muscle on left side of head is dark red.",NA,Harbor porpoise,Inland_WA,48.45324481,-122.9518214,0.124288596,-0.170925193,-123.07611,48.62417
San Juan,NW-2012-1144493,2012-SJ015,12NWR05076,Confirmed - Minimum,"Porpoise, harbor",Phocoena,phocoena,Validated,Amy Traxler,Whale Museum,San Juan County Marine Mammal Stranding Network,NW,Orcas Island,WA,Pacific Ocean,Obstruction Pass,48.601772,decimal degrees,estimate,-122.828439,decimal degrees,estimate,Internet,N,CBD,2012-MAY-13,2012,MAY,13,Beach or Land,NA,Advanced Decomposition,Y,NA,NA,NA,NA,NA,N,Unid,Adult,0,cm,estimate,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,The skull from this animal was later collected which confirmed the species ID. Also from size of skull presumed to be an adult animal.,NA,Harbor porpoise,Inland_WA,48.45324481,-122.9518214,-0.123382404,-0.148527193,-122.828439,48.601772
San Juan,NW-2005-1045289,2005-SJ010,05NWR04019,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,R. Osborne,Whale Museum,Whale Museum,NW,San Juan Island,WA,Puget Sound,Deadmans Bay,48.3006,deg/min/sec,estimate,-123.0906,deg/min/sec,estimate,Internet,N,CBD,2005-APR-18,2005,APR,18,Beach or Land,NA,Condition Unknown,N,2005-APR-18,2005,APR,18,Fresh Dead,N,Male,Adult,126,cm,actual,NA,NA,NA,Y,NA,NA,2005-JUN-03,2005,JUN,3,Gaydos and Osborne,NA,NA,Harbor porpoise,Inland_WA,48.45324481,-122.9518214,0.138778596,0.152644807,-123.0906,48.3006
San Juan,NW-2002-1000436,2002-SJ035,02NWR11004,Confirmed - High Report,"Whale, fin",Balaenoptera,physalus,Validated,Whale Museum,Whale Museum,Whale Museum,NW,Sucia Island,WA,Puget Sound,near Skipjack & Sucia Islands,NA,NA,NA,NA,NA,NA,NA,NA,Y,2002-NOV-04,2002,NOV,4,Floating,NA,Fresh Dead,N,2002-NOV-05,2002,NOV,5,Fresh Dead,NA,Male,Subadult,1623,cm,actual,NA,kg,actual,Y,NA,NA,2002-NOV-06,2002,NOV,6,"Gaydos, Joel; Raverty, Stephen",NA,NA,Fin whale,Inland_WA,48.45324481,-122.9518214,NA,NA,-122.9518214,48.45324481
San Juan,NW-2012-1144841,2012-SJ038,12NWR08004,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Amy Traxler,Whale Museum,San Juan County Marine Mammal Stranding Network,NW,San Juan Island,WA,Pacific Ocean,"Bellevue Point, floating off of",48.527292,decimal degrees,estimate,-123.164291,decimal degrees,estimate,Internet,N,N,2012-AUG-09,2012,AUG,9,Floating,NA,Fresh Dead,N,2012-AUG-10,2012,AUG,10,NA,N,Male,Calf,90,cm,actual,11.9,kg,actual,Y,complete,fresh,2012-AUG-10,2012,AUG,10,J Gaydos,NA,NA,Harbor porpoise,Inland_WA,48.45324481,-122.9518214,0.212469596,-0.074047193,-123.164291,48.527292
San Juan,NW-2007-1067679,2007-SJ010,07NWR04058,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Amy Traxler,Whale Museum,San Juan County Marine Mammal Stranding Network,NW,Lopez Island,WA,Strait of Juan de Fuca,Private beach in Hughes Bay,48.2507,deg/min/sec,estimate,-122.5004,deg/min/sec,estimate,Map,N,CBD,2007-APR-16,2007,APR,16,Beach or Land,NA,Fresh Dead,N,2007-APR-16,2007,APR,16,Fresh Dead,N,Female,Adult,165,cm,actual,NA,NA,NA,Y,NA,NA,2007-APR-18,2007,APR,18,J. Gaydos,"Even though fresh dead, this animal was heavily scavenged before responders could get to it. There really wasn't much left to sample during the necropsy, nor could it be determined whether there was any type of human interaction.",NA,Harbor porpoise,Inland_WA,48.45324481,-122.9518214,-0.451421404,0.202544807,-122.5004,48.2507
San Juan,NW-2005-1045291,2005-SJ011,05NWR04020,Confirmed - Medium Report,"Porpoise, Dalls",Phocoenoides,dalli,Validated,Whale Museum,Whale Museum,Whale Museum,NW,Orcas Island,WA,Puget Sound,West Sound,48.3703,deg/min/sec,estimate,-122.5807,deg/min/sec,estimate,Map,N,CBD,2005-APR-29,2005,APR,29,Beach or Land,NA,Advanced Decomposition,N,2005-APR-30,2005,APR,30,Advanced Decomposition,N,Unid,Adult,190,cm,actual,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dalls porpoise,Inland_WA,48.45324481,-122.9518214,-0.371121404,0.082944807,-122.5807,48.3703
San Juan,NW-2007-1071073,2007-SJ093,07NWR10043,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Amy Traxler,Whale Museum,San Juan County Marine Mammal Stranding Network,NW,Shaw Island,WA,Indian Cove,Shaw County Park,48.551944,decimal degrees,estimate,-122.9344,decimal degrees,estimate,Map,N,CBD,2007-OCT-14,2007,OCT,14,Beach or Land,NA,Fresh Dead,N,2007-OCT-15,2007,OCT,15,Fresh Dead,N,Male,Calf,100,cm,actual,14.4,kg,actual,Y,NA,NA,2007-OCT-16,2007,OCT,16,J. Gaydos,"This calf was fresh dead when reported but was quite heavily scavenged by the time the SJCMMSN got to it. We were still able to get some good samples from it, however.",NA,Harbor porpoise,Inland_WA,48.45324481,-122.9518214,-0.017421404,-0.098699193,-122.9344,48.551944
San Juan,NW-2014-1156374,2014-SJ002,14NWR03012,Confirmed - High Report,"Dolphin, Pacific white-sided",Lagenorhynchus,obliquidens,Validated,Jennifer Olson,Whale Museum,Whale Museum,NW,San Juan Island,WA,Pacific Ocean,Lime Kiln State Park. Was first discovered floating in the water and was then tugged onto some intertidal rocks for Level A examination.,48.514511,decimal degrees,actual,-123.151317,decimal degrees,actual,GPS,N,Y,2014-MAR-26,2014,MAR,26,Floating,NA,Fresh Dead,N,2014-MAR-26,2014,MAR,26,Fresh Dead,N,Female,Subadult,200,cm,actual,92,kg,actual,Y,complete,frozen,2014-APR-09,2014,APR,9,Joe Gaydos,"This animal had a large laceration that appeared to have been caused by a propeller strike. A necropsy on the animal revealed internal bruising, several fractured vertebrae, and a skull fracture above the left eye.",There was a large laceration on the dorsal side of the body directly posterior to the dorsal fin.,Pacific white-sided dolphin,Inland_WA,48.45324481,-122.9518214,0.199495596,-0.061266193,-123.151317,48.514511
San Juan,NW-2004-1028424,2004-SJ015,04NWR05015,Confirmed - Minimum,Unidentified Dolphin/Porpoise,NA,NA,Validated,Public,Whale Museum,Whale Museum,NW,San Juan Island,WA,Puget Sound,floating off Lime Kiln SP,NA,NA,NA,NA,NA,NA,NA,NA,CBD,2004-MAY-23,2004,MAY,23,Floating,NA,Moderate Decomposition,Y,NA,NA,NA,NA,NA,N,Unid,Unid,0,in,estimate,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unidentified,Inland_WA,48.45324481,-122.9518214,NA,NA,-122.9518214,48.45324481
San Juan,NW-2007-1067975,2007-SJ024,07NWR05015,Confirmed - Medium Report,Unidentified Dolphin/Porpoise,NA,NA,Validated,Amy Traxler,Whale Museum,San Juan County Marine Mammal Stranding Network,NW,Lopez Island,WA,Strait of Juan de Fuca,Private beach on south end of island - caller and place anonymous,NA,NA,NA,NA,NA,NA,NA,N,CBD,2007-MAY-14,2007,MAY,14,Beach or Land,NA,Condition Unknown,N,2007-JUN-08,2007,JUN,8,Mummified/Skeletal,N,Unid,Subadult,132,cm,actual,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,Caller wished to remain anonymous and for pickup location to remain anonymous. Collected skull and intact spinal column to tail. Tail had some skin remaining as did nose tip that was black in color. No signs of trauma on skull. The vertebral column was mostly eaten and the tail chewed and pecked on. Teeth appeared to be in good shape.,NA,Unidentified,Inland_WA,48.45324481,-122.9518214,NA,NA,-122.9518214,48.45324481
San Juan,NW-2014-1157691,2014-SJ014,14NWR05036,Confirmed - Minimum,"Porpoise, harbor",Phocoena,phocoena,Validated,None,Whale Museum,Whale Museum,NW,Lopez Island,WA,Pacific Ocean,"Jade Point, South end of Lopez Island, WA",NA,decimal degrees,NA,NA,decimal degrees,NA,NA,N,CBD,2014-MAY-13,2014,MAY,13,Floating,NA,Fresh Dead,Y,NA,NA,NA,NA,NA,N,Unid,Unid,42,in,estimate,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,Very fresh (still had eyes). Report was e-mailed ~two weeks after sighting so there was no field investigation,NA,Harbor porpoise,Inland_WA,48.45324481,-122.9518214,NA,NA,-122.9518214,48.45324481
San Juan,NW-2004-1028422,2004-SJ013,04NWR05013,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Whale Museum,Whale Museum,Whale Museum,NW,San Juan Island,WA,Puget Sound,Grandmas Cove,NA,NA,NA,NA,NA,NA,NA,NA,CBD,2004-MAY-17,2004,MAY,17,Beach or Land,NA,Advanced Decomposition,N,2004-MAY-17,2004,MAY,17,Advanced Decomposition,N,Unid,Adult,0,in,estimate,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,48.45324481,-122.9518214,NA,NA,-122.9518214,48.45324481
San Juan,2015-SJ041,2015-SJ041,NA,NA,"Porpoise, harbor",Phocoena,phocoena,NA,NA,NA,NA,NA,Gossip Island,WA,NA,NA,48.6634,NA,NA,-123.1723,NA,NA,NA,NA,N,2015-AUG-25,2015,MAY,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unid,Unid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,48.45324481,-122.9518214,0.220478596,-0.210155193,-123.1723,48.6634
San Juan,NW-2007-1067467,2007-SJ005,07NWR03013,Confirmed - Medium Report,"Porpoise, Dalls",Phocoenoides,dalli,Validated,Amy Traxler,Whale Museum,San Juan County Marine Mammal Stranding Network,NW,San Juan Island,WA,Strait of Juan de Fuca,Eagle Cove Community Beach,48.28,deg/min/sec,estimate,-123.0205,deg/min/sec,estimate,Map,N,CBD,2007-MAR-22,2007,MAR,22,Beach or Land,NA,Fresh Dead,N,2007-MAR-22,2007,MAR,22,Fresh Dead,N,Unid,Yearling,137,cm,actual,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,"Even though fresh dead, this young porpoise was very heavily scavenged on right side, belly, and genital area. Could not determine gender or if there was any type of human interaction.",NA,Dalls porpoise,Inland_WA,48.45324481,-122.9518214,0.068678596,0.173244807,-123.0205,48.28
San Juan,NW-2011-1131672,2011-SJ004,11NWR05005,Confirmed - High Report,"Porpoise, HYBRID",NA,NA,Validated,Amy Traxler,Whale Museum,San Juan County Marine Mammal Stranding Network,NW,San Juan Island,WA,Pacific Ocean,American Camp National Park,48.4577,decimal degrees,actual,-123.0168,decimal degrees,actual,GPS,N,CBD,2011-MAY-21,2011,MAY,21,NA,NA,Condition Unknown,N,NA,NA,NA,NA,Fresh Dead,N,Female,Adult,200,cm,actual,NA,NA,NA,Y,complete,fresh,2011-MAY-23,2011,MAY,23,NA,This is (believed to be) a cross between a Dall's porpoise and a harbor porpoise. Both the mom and fetus are going to be genetically tested to determine the extent of the cross.,NA,Hybrid,Inland_WA,48.45324481,-122.9518214,0.064978596,-0.004455193,-123.0168,48.4577
San Juan,NW-2009-1098197,2009-SJ074,09NWR09001,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Amy Traxler,Whale Museum,San Juan County Marine Mammal Stranding Network,NW,Blakely Island,WA,Pacific Ocean,Private property inside of Armitage Island,48.537522,decimal degrees,estimate,-122.793503,decimal degrees,estimate,Internet,N,CBD,2009-SEP-02,2009,SEP,2,Beach or Land,NA,Fresh Dead,N,2009-SEP-02,2009,SEP,2,Fresh Dead,N,Female,Adult,161,cm,actual,NA,NA,NA,Y,complete,fresh,2009-SEP-03,2009,SEP,3,J. Gaydos,NA,NA,Harbor porpoise,Inland_WA,48.45324481,-122.9518214,-0.158318404,-0.084277193,-122.793503,48.537522
San Juan,NW-2016-1186352,16-SJ-001,16NWR05003,Confirmed - High Report,"Whale, killer",Orcinus,orca,Validated,John Durban,Southwest Fisheries Science Center,Southwest Fisheries Science Center,NW,NA,WA,Pacific Ocean,In False Bay,48.28,decimal degrees,actual,-123.08,decimal degrees,actual,GPS,N,N,2016-MAY-13,2016,MAY,13,Floating,NA,Fresh Dead,Y,NA,NA,NA,NA,NA,N,Unid,Calf,40.8,in,actual,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,"K27 was pushing a dead killer whale fetus. The fetus was small <1m long, but it was measured using aerial photogrammetry took by Dr. John Durban in due course. the 3.4 ft fetus suggests it was far from being fully developed. It was only observed for one surfacing from the air, never observable by boat, it was not visible during the next surfacing after a long dive. The fetus was very recently aborted and traces of the umbilicus were still visible. John believes they witnessed the first of surfacing of the mother after abortion. The presumed mother, K27, surfaced after a long dive seen pushing the fetus for a single surfacing run, and then the fetus was not visable. Email correspondence about the observed event is attached to the hard copy Level A. UPDATE:After exchanging notes with vet colleagues the best estimation is that the fetus was probably around a year into gestation. The article referred to for this case uploaded and at this link : http://nhmag.com/findings/153043/no-child-left-behind",NA,Killer whale,Inland_WA,48.45324481,-122.9518214,0.128178596,0.173244807,-123.08,48.28
San Juan,NW-2002-1027302,2002-SJ033,NMFSNW-4848,NA,"Porpoise, harbor",Phocoena,phocoena,Validated,Whale Museum,NA,Unknown,NW,Lopez Island,WA,NA,Flat Point,NA,NA,NA,NA,NA,NA,NA,NA,N,2002-MAY-30,2002,MAY,30,NA,NA,Fresh Dead,N,2002-OCT-08,2002,OCT,8,Fresh Dead,N,Male,Unid,146,cm,actual,NA,kg,actual,Y,NA,NA,NA,NA,NA,NA,Unknown,NA,4848,Harbor porpoise,Inland_WA,48.45324481,-122.9518214,NA,NA,-122.9518214,48.45324481
San Juan,NW-2010-1120015,2010-SJ046,10NWR07028,Unconfirmed,"Porpoise, harbor",Phocoena,phocoena,Validated,Amy Traxler,Whale Museum,San Juan County Marine Mammal Stranding Network,NW,San Juan Island,WA,Pacific Ocean,Off Lime Kiln State Park,48.53,decimal degrees,actual,-123.17,decimal degrees,actual,GPS,N,CBD,2010-JUL-13,2010,JUL,13,Floating,NA,Condition Unknown,Y,NA,NA,NA,NA,NA,N,Unid,Unid,0,cm,estimate,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,This dead floater was actually reported to the British Columbia Stranding Network via email and the information was passed on to us 2 days later. There were no other reports of it from any other sources.,NA,Harbor porpoise,Inland_WA,48.45324481,-122.9518214,0.218178596,-0.076755193,-123.17,48.53
San Juan,NW-2014-1157138,2014-SJ003,14NWR05001,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jennifer Olson,Whale Museum,Whale Museum,NW,San Juan Island,WA,Pacific Ocean,False Bay,48.4908,decimal degrees,actual,-123.06993,decimal degrees,NA,GPS,N,CBD,2014-MAY-19,2014,MAY,19,Beach or Land,NA,Moderate Decomposition,N,2014-MAY-19,2014,MAY,19,Moderate Decomposition,N,Male,Subadult,131,cm,actual,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,48.45324481,-122.9518214,0.118108596,-0.037555193,-123.06993,48.4908
San Juan,NW-2002-1027222,2002-SJ038,NMFSNW-4775,NA,"Porpoise, Dalls",Phocoenoides,dalli,Validated,None,NA,Unknown,NW,Orcas Island,WA,NA,Pt. Lawrence; Rosario Strait,NA,NA,NA,NA,NA,NA,NA,NA,N,2002-MAY-21,2002,MAY,21,NA,NA,Fresh Dead,N,2002-MAY-21,2002,MAY,21,Moderate Decomposition,N,Unid,Unid,NA,cm,actual,NA,kg,actual,N,NA,NA,NA,NA,NA,NA,NA,NA,4775,Dalls porpoise,Inland_WA,48.45324481,-122.9518214,NA,NA,-122.9518214,48.45324481
San Juan,NW-2014-1157597,2014-SJ008,14NWR05031,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Network Volunteer,Whale Museum,Whale Museum,NW,San Juan Island,WA,Pacific Ocean,False Bay,48.48888,decimal degrees,actual,-123.06299,decimal degrees,actual,GPS,N,CBD,2014-MAY-28,2014,MAY,28,Beach or Land,NA,Fresh Dead,N,2014-MAY-28,2014,MAY,28,Fresh Dead,N,Unid,Adult,137,cm,actual,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,"Volunteer forgot how to determine sex, so there is no information as to the sex of this individual",large scavenging hole on left side of body - internal organs protruding from body,Harbor porpoise,Inland_WA,48.45324481,-122.9518214,0.111168596,-0.035635193,-123.06299,48.48888
San Juan,NW-2009-1098201,2009-SJ082,09NWR09002,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Amy Traxler,Whale Museum,San Juan County Marine Mammal Stranding Network,NW,San Juan Island,WA,Pacific Ocean,Off Hannah Heights area,48.47722,decimal degrees,actual,-123.11597,decimal degrees,actual,GPS,N,N,2009-SEP-09,2009,SEP,9,Swimming,NA,Alive,N,2009-SEP-09,2009,SEP,9,Fresh Dead,N,Male,Subadult,117,cm,actual,27.7,kg,actual,Y,complete,fresh,2009-SEP-10,2009,SEP,10,J Gaydos,"This animal was ""attacked"" and eventually killed (after 40 minutes) by 3 members of the J-pod family of killer whales. Researchers on scene picked up the carcass after the whales left it behind and brought to in to be necropsied.",NA,Harbor porpoise,Inland_WA,48.45324481,-122.9518214,0.164148596,-0.023975193,-123.11597,48.47722
