County,National.Database.Number,Field.Number,Nmfs.Regional.Number,Confidence.Code,Common.Name,Genus,Species,Report.Status,Examiner.Name,Affiliation,Stranding.Agreement.Authority,Region,City,State,Body.of.Water,Locality.Detail,Latitude,Latitude.Units,Latitude.Actual.Estimate,Longitude,Longitude.Units,Longitude.Actual.Estimate,How.lat.long.determined,Restrand,Findings.of.Human.Interaction,Observation.Date,Year.of.Observation,Month.of.Observation,Day.of.Observation,How.Observed,Observation.Date.Act.Est,Observation.Status,Not.Able.to.Examine,Date.of.Examination,Year.of.Examination,Month.of.Examination,Day.of.Examination,Condition.at.Examination,Left.at.Site,Sex,Age.Class,Length,Length.Units,Length.actual.estimate,Weight,Weight.Units,Weight.actual.estimate,Necropsied.Flag,Necropsy.Limited.Flag,Necropy.Carcass.Fresh.Frozen,Date.of.Necropsy,Year.of.Necropsy,Month.of.Necropsy,Day.of.Necropsy,Stranding.Necropsied.By,Additional.Remarks,Additional.Identifiers,Cetacean.Common.Name,Water.Body,mean_lat,mean_long,Long_error,Lat_error,long_corr,lat_corr
Clatsop,NW-2014-1159841,PSU14-07-22-Pp,14NWR07107,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Seaside,OR,Pacific,Ave G,45.99038,decimal degrees,actual,-123.93473,decimal degrees,NA,GPS,N,Y,2014-JUL-22,2014,JUL,22,Beach or Land,NA,Fresh Dead,N,2014-JUL-22,2014,JUL,22,Fresh Dead,N,Male,Adult,145.5,cm,actual,0,kg,estimate,Y,PSU archived,N,2014-JUL-23,2014,JUL,23,Duffield,NA,NA,Harbor porpoise,OR_Coast,46.02289857,-123.9508203,-0.01609027,0.032518572,-123.93473,45.99038
Clatsop,NW-2009-1105017,PSU09-04-09-Pp,09NWR04031,Confirmed - Medium,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Cannon Beach,OR,Pacific Ocean,Cannon Beach,45.8703,dd.dddd,NA,-123.96236,dd.dddd,NA,GPS,N,Y,2009-APR-09,2009,APR,9,Beach or Land,NA,Fresh Dead,N,2009-APR-09,2009,APR,9,Fresh Dead,N,Male,Adult,141.8,cm,actual,0,lb,estimate,Y,PSU archive,N,2009-APR-16,2009,APR,16,Duffield and D'Alesandro,NA,NA,Harbor porpoise,OR_Coast,46.02289857,-123.9508203,0.01153973,0.152598572,-123.96236,45.8703
Clatsop,NW-2013-1149208,PSU13-04-29-Pp,13NWR04023,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Gearhart,OR,Pacific,2.1 miles north of Del Rey access,46.07888,dd.dddd,actual,-123.93731,dd.dddd,NA,GPS,N,Y,2013-APR-29,2013,APR,29,Beach or Land,NA,Moderate Decomposition,N,2013-APR-29,2013,APR,29,Moderate Decomposition,N,Female,Adult,180.2,cm,actual,0,kg,estimate,Y,PSU archive,N,2013-MAY-16,2013,MAY,16,Duffield et al.,NA,NA,Harbor porpoise,OR_Coast,46.02289857,-123.9508203,-0.01351027,-0.055981428,-123.93731,46.07888
Clatsop,NW-2016-1192109,PSU16-09-16-Mn,16NWR09058,Confirmed - High Report,"Whale, humpback",Megaptera,novaeangliae,Validated,D. Duffield,Portland State University,Portland State University,NA,Arch Cape,OR,Pacific Ocean,"initially stranded at Falcon Cove; resurfaced at Short Sands Beach, OR (45.76301, -123.96977) on 9/20/2016",45.78878,decimal degrees,actual,-123.96977,decimal degrees,actual,GPS,N,Y,2016-SEP-16,2016,SEP,16,Floating,NA,Advanced Decomposition,N,2016-SEP-17,2016,SEP,17,Advanced Decomposition,N,Male,Subadult,1160,cm,estimate,NA,NA,NA,Y,PSU,N,2016-SEP-22,2016,SEP,22,D'Alessandro et al.,NA,NA,Humpback whale,OR_Coast,46.02289857,-123.9508203,0.01894973,0.234118572,-123.96977,45.78878
Clatsop,NW-2014-1158437,PSU14-05-16B-Pp,14NWR05061,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Warrenton,OR,Pacific,south of the Peter Iredale,46.17173,decimal degrees,actual,-123.97662,decimal degrees,NA,GPS,N,Y,2014-MAY-16,2014,MAY,16,Beach or Land,NA,Moderate Decomposition,N,2014-MAY-16,2014,MAY,16,Moderate Decomposition,N,Male,Adult,139.5,cm,actual,0,kg,estimate,Y,PSU archived,N,2014-MAY-22,2014,MAY,22,Duffield and Powell,NA,NA,Harbor porpoise,OR_Coast,46.02289857,-123.9508203,0.02579973,-0.148831428,-123.97662,46.17173
Clatsop,NW-2016-1192157,PSU16-11-03-Pp,16NWR11007,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,D. Duffield,Portland State University,Portland State University,NA,Cannon Beach,OR,Pacific Ocean,Crescent Beach at Ecola State Park,45.91006,decimal degrees,estimate,-123.96913,decimal degrees,estimate,Internet,N,CBD,2016-NOV-03,2016,NOV,3,Beach or Land,NA,Mummified/Skeletal,N,2016-NOV-03,2016,NOV,3,Mummified/Skeletal,N,Unid,Unid,0,cm,estimate,NA,NA,NA,Y,PSU,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,OR_Coast,46.02289857,-123.9508203,0.01830973,0.112838572,-123.96913,45.91006
Clatsop,NW-2008-1200387,PSU08-07-24-Pp,08NWR07127,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Ready for Regional Validation,D. Duffield,Portland State University,Portland State University,NA,Gearhart,OR,Pacific Ocean,"south of 10th Street access, south of G Street",46.01805,decimal degrees,actual,-123.9305,decimal degrees,actual,GPS,N,Y,2008-JUL-24,2008,JUL,24,Beach or Land,NA,Fresh Dead,N,2008-JUL-24,2008,JUL,24,Fresh Dead,N,Male,Subadult,132.2,cm,actual,NA,NA,NA,Y,PSU,N,2009-FEB-08,2009,FEB,8,Duffield et al.,the porpoise was thin; cuts at left axilla; deep gash marks on left side of body posterior to dorsal fin; scrape around both sides of mouth,NA,Harbor porpoise,OR_Coast,46.02289857,-123.9508203,-0.02032027,0.004848572,-123.9305,46.01805
Clatsop,NW-2011-1135873,PSU11-06-22-Pp,11NWR06057,Confirmed - High,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Gearhart,OR,Pacific Ocean,one mile north of Sunset Beach access,46.10921,dd.dddd,NA,-123.94724,dd.dddd,NA,GPS,N,Y,2011-JUN-22,2011,JUN,22,Beach or Land,NA,Moderate Decomposition,N,2011-JUN-22,2011,JUN,22,Moderate Decomposition,N,Male,Yearling,119,cm,actual,0,lb,estimate,Y,PSU archive,N,2011-AUG-02,2011,AUG,2,Duffield et al,NA,NA,Harbor porpoise,OR_Coast,46.02289857,-123.9508203,-0.00358027,-0.086311428,-123.94724,46.10921
Clatsop,NW-2017-1194186,PSU17-03-06-Pm,17NWR03003,Confirmed - Medium Report,"Whale, sperm",Physeter,macrocephalus,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Hammond,OR,Pacific Ocean,"1.4 miles north of the Peter Iredale Road access, Fort Stevens State Park",46.19332,decimal degrees,actual,-123.99044,decimal degrees,actual,GPS,N,Y,2017-MAR-06,2017,MAR,6,Beach or Land,NA,Advanced Decomposition,N,2017-MAR-06,2017,MAR,6,Advanced Decomposition,N,Unid,Unid,1100,cm,estimate,NA,NA,NA,Y,PSU,N,NA,NA,NA,NA,NA,NA,NA,Sperm whale,OR_Coast,46.02289857,-123.9508203,0.03961973,-0.170421428,-123.99044,46.19332
Clatsop,NW-2007-1074371,PSU07-06-10-Pd,07NWR06097,Confirmed - Medium,"Porpoise, Dalls",Phocoenoides,dalli,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Seaside,OR,Pacific Ocean,Ave K,45.98827,decimal degrees,NA,-123.93407,decimal degrees,NA,GPS,N,CBD,2007-JUN-10,2007,JUN,10,Beach or Land,NA,Advanced Decomposition,N,2007-JUN-10,2007,JUN,10,Advanced Decomposition,N,Male,Subadult,0,cm,estimate,0,lb,estimate,Y,PSU archive,N,2007-JUN-17,2007,JUN,17,Duffield,NA,NA,Dalls porpoise,OR_Coast,46.02289857,-123.9508203,-0.01675027,0.034628572,-123.93407,45.98827
Clatsop,NW-2008-1077873,PSU08-04-14-Pp,08NWR04006,Confirmed - High,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Seaside,OR,Pacific Ocean,Seaside Beach,45.99157,dd.dddd,NA,-123.93301,dd.dddd,NA,GPS,N,Y,2008-APR-14,2008,APR,14,Beach or Land,NA,Fresh Dead,N,2008-APR-14,2008,APR,14,Fresh Dead,N,Male,Yearling,127.5,cm,actual,25.6,kg,actual,Y,PSU archive,N,2008-MAY-01,2008,MAY,1,Duffield,NA,NA,Harbor porpoise,OR_Coast,46.02289857,-123.9508203,-0.01781027,0.031328572,-123.93301,45.99157
Clatsop,NW-2017-1198718,PSU17-11-16-Sc,17NWR11012,Confirmed - High Report,"Dolphin, striped",Stenella,coeruleoalba,Ready for Regional Validation,D. Duffield,Portland State University,Portland State University,NA,Hammond,OR,Pacific Ocean,"South Jetty, Fort Stevens State Park",46.22482,decimal degrees,actual,-124.01016,decimal degrees,actual,GPS,NA,Y,2017-NOV-16,2017,NOV,16,Beach or Land,NA,Fresh Dead,NA,2017-NOV-16,2017,NOV,16,Fresh Dead,NA,Male,Subadult,194,cm,actual,NA,NA,notMeasured,Y,PSU,N,2017-Nov-19,2017,NOV,19,"Duffield, D'Alessandro et al.",lacerations and abrasions on the animal; the dolphin had good body condition; chronic-active lymphocytic meningoencephalitis per histopathology,NA,Striped dolphin,OR_Coast,46.02289857,-123.9508203,0.05933973,-0.201921428,-124.01016,46.22482
Clatsop,NW-2013-1200485,PSU13-01-22-Pp,13NWR01035,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Ready for Regional Validation,D. Duffield,Portland State University,Portland State University,NA,Gearhart,OR,Pacific Ocean,0.25 mile south of 10th Street access,46.027,decimal degrees,actual,-123.9301,decimal degrees,actual,GPS,N,Y,2013-JAN-22,2013,JAN,22,Beach or Land,NA,Fresh Dead,N,2013-JAN-22,2013,JAN,22,Fresh Dead,N,Male,Adult,155,cm,actual,NA,NA,NA,Y,PSU,N,2013-FEB-23,2013,FEB,23,Duffield et al.,"thorax filled with blood; head totally hemorrhaged; various hemorrhagic areas on body and organs; possible linear marks on peduncle; hard, nodular, cancer-like areas on testes; lymph nodes generally hardened; spleen appeared atrophied; protozoal myocarditis, myositis, and hepatitis (possibly Neospora or Toxoplasma) per histopathology",NA,Harbor porpoise,OR_Coast,46.02289857,-123.9508203,-0.02072027,-0.004101428,-123.9301,46.027
Clatsop,NW-2016-1188611,PSU16-01-30-Pp,16NWR01026,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Warrenton,OR,Pacific,1.4 miles north of Sunset Beach Road access,46.11861,dd.dddd,actual,-123.95049,dd.dddd,NA,GPS,N,CBD,2016-JAN-30,2016,JAN,30,Beach or Land,NA,Fresh Dead,N,2016-JAN-30,2016,JAN,30,Fresh Dead,N,Male,Adult,142,cm,estimate,0,kg,NA,Y,PSU,N,2016-JAN-31,2016,JAN,31,Powell et al,NA,NA,Harbor porpoise,OR_Coast,46.02289857,-123.9508203,-0.00033027,-0.095711428,-123.95049,46.11861
Clatsop,NW-2007-1074379,PSU07-06-13-Pp,07NWR06100,Confirmed - Medium,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Gearhart,OR,Pacific Ocean,1.5 miles north of Del Ray beach access,46.070071,decimal degrees,NA,-123.935288,decimal degrees,NA,Internet,N,CBD,2007-JUN-13,2007,JUN,13,Beach or Land,NA,Moderate Decomposition,N,2007-JUN-13,2007,JUN,13,Moderate Decomposition,N,Male,Yearling,118.5,cm,actual,42,lb,actual,N,PSU archive,N,2007-JUL-17,2007,JUL,17,Duffield,NA,NA,Harbor porpoise,OR_Coast,46.02289857,-123.9508203,-0.01553227,-0.047172428,-123.935288,46.070071
Clatsop,NW-2015-1179368,PSU15-08-19-Pp,15NWR08064,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Cannon Beach,OR,Pacific,Haystack Rock,45.88535,dd.dddd,estimate,-123.96724,dd.dddd,NA,Internet,N,Y,2015-AUG-19,2015,AUG,19,Beach or Land,NA,Fresh Dead,N,2015-AUG-19,2015,AUG,19,Fresh Dead,N,Female,Calf,93.1,cm,actual,0,kg,NA,Y,PSU,N,2015-AUG-20,2015,AUG,20,Duffield and D'Alessandro,NA,NA,Harbor porpoise,OR_Coast,46.02289857,-123.9508203,0.01641973,0.137548572,-123.96724,45.88535
Clatsop,NW-2008-1077851,PSU08-01-19-Lb,08NWR01026,Confirmed - High,"Dolphin, northern right whale",Lissodelphis,borealis,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Cannon Beach,OR,Pacific Ocean,Tolovana Park,45.869959,dd.dddd,NA,-123.962889,dd.dddd,NA,GPS,N,CBD,2008-JAN-19,2008,JAN,19,Beach or Land,NA,Advanced Decomposition,N,2008-JAN-19,2008,JAN,19,Advanced Decomposition,N,Male,Calf,110.8,cm,actual,11.2,kg,actual,Y,PSU archive,N,2008-APR-03,2008,APR,3,Duffield and Barros,NA,NA,Northern right whale dolphin,OR_Coast,46.02289857,-123.9508203,0.01206873,0.152939572,-123.962889,45.869959
Clatsop,NW-2009-1105515,PSU09-07-18-Pp,09NWR07134,Confirmed - High,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Cannon Beach,OR,Pacific Ocean,Cannon Beach,45.89963,dd.dddd,NA,-123.96506,dd.dddd,NA,GPS,N,CBD,2009-JUL-18,2009,JUL,18,Beach or Land,NA,Moderate Decomposition,N,2009-JUL-18,2009,JUL,18,Moderate Decomposition,N,Male,Calf,84.5,cm,actual,0,lb,estimate,Y,PSU archive,N,2009-AUG-01,2009,AUG,1,Duffield et al,NA,HMSC09-07-17-Pp,Harbor porpoise,OR_Coast,46.02289857,-123.9508203,0.01423973,0.123268572,-123.96506,45.89963
Clatsop,NW-2010-1121848,PSU10-07-10-Pp,10NWR07099,Confirmed - Medium,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Gearhart,OR,Pacific Ocean,north Sunset Beach,46.13221,decimal degrees,NA,-123.95667,decimal degrees,NA,GPS,N,Y,2010-JUL-10,2010,JUL,10,Beach or Land,NA,Moderate Decomposition,N,2010-JUL-10,2010,JUL,10,NA,N,Male,Subadult,131.6,cm,actual,0,lb,estimate,Y,PSU archive,N,2010-AUG-31,2010,AUG,31,D'Alessandro et al,NA,NA,Harbor porpoise,OR_Coast,46.02289857,-123.9508203,0.00584973,-0.109311428,-123.95667,46.13221
Clatsop,NW-2009-1090861,PSU09-03-14-Pp,09NWR03022,Confirmed - High,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Warrenton,OR,Pacific Ocean,Peter Iredale,46.16271,dd.dddd,NA,-123.97182,dd.dddd,NA,GPS,N,CBD,2009-MAR-14,2009,MAR,14,Beach or Land,NA,Moderate Decomposition,N,2009-MAR-14,2009,MAR,14,Moderate Decomposition,N,Female,Adult,151.4,cm,actual,0,lb,estimate,Y,PSU archive,N,2009-APR-17,2009,APR,17,Duffield and Barros,NA,NA,Harbor porpoise,OR_Coast,46.02289857,-123.9508203,0.02099973,-0.139811428,-123.97182,46.16271
Clatsop,NW-2009-1088201,PSU09-01-02-Pp,09NWR01014,Confirmed - Medium,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Warrenton,OR,Columbia River,Social Security Beach,46.2322,dd.dddd,NA,-123.99822,dd.dddd,NA,GPS,N,CBD,2009-JAN-02,2009,JAN,2,Beach or Land,NA,Condition Unknown,N,2009-JAN-02,2009,JAN,2,Condition Unknown,N,Unid,Adult,144.5,cm,actual,0,lb,estimate,Y,PSU archive,N,2009-FEB-07,2009,FEB,7,Duffield,NA,NA,Harbor porpoise,OR_Coast,46.02289857,-123.9508203,0.04739973,-0.209301428,-123.99822,46.2322
Clatsop,NW-2016-1193427,PSU16-12-11-Pp,16NWR12023,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Warrenton,OR,Pacific Ocean,"one mile north of Highlands Lane access, Del Rey Beach",46.05915,decimal degrees,actual,-123.93316,decimal degrees,actual,GPS,N,Y,2016-DEC-11,2016,DEC,11,Beach or Land,NA,Moderate Decomposition,N,2016-DEC-11,2016,DEC,11,Moderate Decomposition,N,Male,Adult,143.2,cm,actual,NA,NA,NA,Y,PSU,N,2017-JAN-31,2017,JAN,31,Duffield et al.,NA,NA,Harbor porpoise,OR_Coast,46.02289857,-123.9508203,-0.01766027,-0.036251428,-123.93316,46.05915
Clatsop,NW-2007-1074677,PSU07-08-30-Pp,07NWR08108,Confirmed - High,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Arch Cape,OR,Pacific Ocean,south end of beach,45.80417,decimal degrees,NA,-123.96642,decimal degrees,NA,GPS,N,CBD,2007-AUG-30,2007,AUG,30,Beach or Land,NA,Advanced Decomposition,N,2008-AUG-30,2008,AUG,30,Advanced Decomposition,N,Male,Adult,137.2,cm,actual,80,lb,estimate,Y,PSU archive,N,2007-SEP-01,2007,SEP,1,Duffield,"extensive bruising head, flippers and genital regions; possible fishery interaction",NA,Harbor porpoise,OR_Coast,46.02289857,-123.9508203,0.01559973,0.218728572,-123.96642,45.80417
Clatsop,NW-2012-1145896,PSU12-07-16-Pp,12NWR07039,Confirmed - High,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Gearhart,OR,Pacific,100 yards north of Sunset Beach access,46.09957,dd.dddd,actual,-123.94324,dd.dddd,NA,GPS,N,CBD,2012-JUL-16,2012,JUL,16,Beach or Land,NA,Advanced Decomposition,N,2012-JUL-16,2012,JUL,16,Advanced Decomposition,N,Female,Calf,88.9,cm,actual,0,kg,estimate,Y,PSU archive,N,2012-AUG-03,2012,AUG,3,Duffield et al.,NA,NA,Harbor porpoise,OR_Coast,46.02289857,-123.9508203,-0.00758027,-0.076671428,-123.94324,46.09957
Clatsop,NW-2012-1145998,PSU12-08-16A-Pp,12NWR08038,Confirmed - High,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Cannon Beach,OR,Pacific Ocean,West Van Buren Street,45.89132,dd.dddd,estimate,-123.96459,dd.dddd,NA,GPS,N,Y,2012-AUG-16,2012,AUG,16,Beach or Land,NA,Moderate Decomposition,N,2012-AUG-16,2012,AUG,16,Moderate Decomposition,N,Male,Calf,80.8,cm,actual,0,kg,estimate,Y,PSU archive,N,2012-AUG-21,2012,AUG,21,Duffield et al.,NA,NA,Harbor porpoise,OR_Coast,46.02289857,-123.9508203,0.01376973,0.131578572,-123.96459,45.89132
Clatsop,NW-2004-1054331,PSU04-07-13Pp,04NWR07114,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,D. Duffield,Portland State University,Portland State University,NA,Warrenton,OR,Pacific Ocean,.5 mile N of Del Rey,46.0561,decimal degrees,estimate,-123.93255,decimal degrees,estimate,Internet,N,Y,2004-JUL-13,2004,JUL,13,Beach or Land,NA,Moderate Decomposition,N,2004-JUL-13,2004,JUL,13,Moderate Decomposition,N,Female,Adult,169,cm,actual,NA,NA,NA,Y,at Portland State University,N,2005-APR-12,2005,APR,12,"Duffield, D.",NA,NA,Harbor porpoise,OR_Coast,46.02289857,-123.9508203,-0.01827027,-0.033201428,-123.93255,46.0561
Clatsop,NW-2012-1146492,PSU12-12-26-Pp,12NWR12021,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Warrenton,OR,Pacific,0.8 mile north of Peter Iredale,46.18557,dd.dddd,actual,-123.98457,dd.dddd,NA,GPS,N,CBD,2012-DEC-26,2012,DEC,26,Beach or Land,NA,Advanced Decomposition,N,2012-DEC-26,2012,DEC,26,Advanced Decomposition,N,Male,Adult,150,cm,actual,0,kg,estimate,Y,PSU archive,N,2012-DEC-30,2012,DEC,30,Duffield,NA,NA,Harbor porpoise,OR_Coast,46.02289857,-123.9508203,0.03374973,-0.162671428,-123.98457,46.18557
Clatsop,NW-2012-1145781,PSU12-05-02-Pp,12NWR05080,Confirmed - High,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Warrenton,OR,Pacific,1.3 miles north of Peter Iredale,46.19058,dd.dddd,actual,-123.98801,dd.dddd,NA,GPS,N,CBD,2012-MAY-02,2012,MAY,2,Beach or Land,NA,Moderate Decomposition,N,2012-MAY-02,2012,MAY,2,Moderate Decomposition,N,Male,Subadult,113.5,cm,actual,0,kg,estimate,Y,PSU archive,N,2012-JUL-27,2012,JUL,27,D'Alessandro et al.,NA,NA,Harbor porpoise,OR_Coast,46.02289857,-123.9508203,0.03718973,-0.167681428,-123.98801,46.19058
Clatsop,NW-2011-1137604,PSU11-08-22-Pp,11NWR08065,Confirmed - High,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Cannon Beach,OR,Pacific Ocean,0.5 mile north of Tolovana access,45.8786,dd.dddd,NA,-123.96433,dd.dddd,NA,GPS,N,CBD,2011-AUG-22,2011,AUG,22,Beach or Land,NA,Moderate Decomposition,N,2011-AUG-22,2011,AUG,22,Moderate Decomposition,N,Male,Calf,98.5,cm,actual,0,lb,estimate,Y,PSU archive,N,2011-SEP-09,2011,SEP,9,Duffield and D'Alessandro,NA,NA,Harbor porpoise,OR_Coast,46.02289857,-123.9508203,0.01350973,0.144298572,-123.96433,45.8786
Clatsop,NW-2005-1053001,PSU05-04-12Pp,05NWR04030,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,D. Duffield,Portland State University,Portland State University,NA,Seaside,OR,Pacific Ocean,Ave G,45.99029,decimal degrees,estimate,-123.9335,decimal degrees,estimate,Internet,N,CBD,2005-APR-12,2005,APR,12,Beach or Land,NA,Fresh Dead,N,2005-APR-12,2005,APR,12,Fresh Dead,N,Female,Adult,162.3,cm,actual,NA,NA,NA,Y,PSU,N,2005-APR-14,2005,APR,14,"Duffield, D.",NA,NA,Harbor porpoise,OR_Coast,46.02289857,-123.9508203,-0.01732027,0.032608572,-123.9335,45.99029
Clatsop,NW-2004-1054127,PSU04-04-08Pp,04NWR04034,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,D. Duffield,Portland State University,Portland State University,NA,Seaside,OR,Pacific Ocean,18th Ave.,46.00576,decimal degrees,estimate,-123.92976,decimal degrees,estimate,Internet,N,Y,2004-APR-08,2004,APR,8,Beach or Land,NA,Moderate Decomposition,N,2004-APR-08,2004,APR,8,Moderate Decomposition,N,Male,Subadult,137,cm,actual,NA,NA,NA,N,NA,N,2004-JUN-29,2004,JUN,29,"Duffield, D.",NA,04-CP-033,Harbor porpoise,OR_Coast,46.02289857,-123.9508203,-0.02106027,0.017138572,-123.92976,46.00576
Clatsop,NW-2016-1188624,PSU16-01-31-Mn,16NWR01030,Confirmed - High Report,"Whale, humpback",Megaptera,novaeangliae,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Seaside,OR,Pacific,8th Avenue,45.99923,dd.dddd,actual,-123.93198,dd.dddd,NA,GPS,N,CBD,2016-JAN-31,2016,JAN,31,Beach or Land,NA,Fresh Dead,N,2016-JAN-31,2016,JAN,31,Fresh Dead,N,Female,Yearling,862,cm,actual,0,kg,NA,Y,PSU,N,2016-FEB-02,2016,FEB,2,"D'Alessandro, Hussa et al.",NA,NA,Humpback whale,OR_Coast,46.02289857,-123.9508203,-0.01884027,0.023668572,-123.93198,45.99923
Clatsop,NW-2004-1053605,PSU04-01-05Pm,04NWR01030,Confirmed - Medium Report,"Whale, sperm",Physeter,macrocephalus,Validated,D. Duffield,Portland State University,Portland State University,NA,Cannon Beach,OR,Pacific Ocean,Ecola SP,45.92969,decimal degrees,estimate,-123.9784,decimal degrees,estimate,Internet,N,CBD,2004-JAN-05,2004,JAN,5,Beach or Land,NA,Advanced Decomposition,N,2004-JAN-10,2004,JAN,10,Advanced Decomposition,N,Unid,Adult,0,in,estimate,NA,NA,NA,Y,at Portland State University,N,NA,NA,NA,NA,NA,citizen sawed off all teeth at gumline,04-CP-016,Sperm whale,OR_Coast,46.02289857,-123.9508203,0.02757973,0.093208572,-123.9784,45.92969
Clatsop,NW-2014-1158436,PSU14-05-16A-Pp,14NWR05060,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Seaside,OR,Pacific,20th Ave,46.00706,decimal degrees,actual,-123.92953,decimal degrees,NA,GPS,N,Y,2014-MAY-16,2014,MAY,16,Beach or Land,NA,Moderate Decomposition,N,2014-MAY-16,2014,MAY,16,Moderate Decomposition,N,Male,Adult,155,cm,actual,0,kg,estimate,Y,PSU archived,N,2014-MAY-22,2014,MAY,22,Duffield and Powell,NA,NA,Harbor porpoise,OR_Coast,46.02289857,-123.9508203,-0.02129027,0.015838572,-123.92953,46.00706
Clatsop,NW-2004-1054327,PSU04-06-28Pp,04NWR06070,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,D. Duffield,Portland State University,Portland State University,NA,Arch Cape,OR,Pacific Ocean,.5 mi S of Arcadia,45.83809,decimal degrees,estimate,-123.96149,decimal degrees,estimate,Internet,N,CBD,2004-JUN-28,2004,JUN,28,Beach or Land,NA,Moderate Decomposition,N,2004-JUN-28,2004,JUN,28,Moderate Decomposition,N,Unid,Yearling,0,cm,estimate,NA,NA,NA,N,NA,N,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,OR_Coast,46.02289857,-123.9508203,0.01066973,0.184808572,-123.96149,45.83809
Clatsop,NW-2015-1174632,PSU15-04-02B-Pp,15NWR04031,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Cannon Beach,OR,Pacific,0.5 mile north of Haystack Rock,45.89194,dd.dddd,actual,-123.96666,dd.dddd,NA,GPS,N,Y,2015-APR-02,2015,APR,2,Beach or Land,NA,Fresh Dead,N,2015-APR-02,2015,APR,2,Fresh Dead,N,Female,Subadult,127.8,cm,actual,0,kg,NA,Y,PSU,N,2015-MAY-06,2015,MAY,6,Duffield et al.,NA,NA,Harbor porpoise,OR_Coast,46.02289857,-123.9508203,0.01583973,0.130958572,-123.96666,45.89194
