"County","National.Database.Number","Field.Number","HI","Nmfs.Regional.Number","Confidence.Code","Common.Name","Genus","Species","Report.Status","Examiner.Name","Affiliation","Stranding.Agreement.Authority","Region","Country","City","State","Body.of.Water","Locality.Detail","Latitude","Latitude.Units","Latitude.Actual.Estimate","Longitude","Longitude.Units","Longitude.Actual.Estimate","How.lat.long.determined","Restrand","Findings.of.Human.Interaction","Observation.Date","Year.of.Observation","Month.of.Observation","Day.of.Observation","How.Observed","Obs.Date.estimate.explaination","Observation.Date.Act.Est","Observation.Status","Not.Able.to.Examine","Date.of.Examination","Year.of.Examination","Month.of.Examination","Day.of.Examination","Condition.at.Examination","Left.at.Site","Sex","Age.Class","Length","Length.Units","Length.actual.estimate","Weight","Weight.Units","Date.of.Necropsy","Year.of.Necropsy","Month.of.Necropsy","Day.of.Necropsy","Stranding.Necropsied.By","Additional.Remarks","Cetacean.Common.Name","Water.Body","Long_error","Lat_error","long_corr","lat_corr","mean_lat","mean_long"
"San Juan","NW-2015-1178848","2015-SJ057",NA,"15NWR10019","Confirmed- Minimum","Porpoise, harbor","Phocoena","phocoena","Validated","Public","Whale Museum","Whale Museum","NW","United States","Sucia Island","WA","Pacific Ocean","Fox Cove, South Shore of Sucia Island",48.7517,"dd.dddd","estimate",-122.9089,"dd.dddd","estimate","NA","N","CBD","2015-OCT-24",2015,"OCT","24","Beach or Land","NA","NA","Moderate Decomposition","N","2015-OCT-26","2015","OCT","26","Moderate Decomposition","N","Unid","Calf","91.4","cm","estimate","NA","NA","NA","NA","NA","NA","NA","WW naturalist saw dead porpoise on a tour of Sucia, but was unable to report it for two days. He reported that the carcass was starting to ebb with the water when he left it, so no response was made.","Harbor porpoise","Inland_WA",-0.0858727272727293,-0.251180833333336,-122.9089,48.7517,48.5005191666667,-122.994772727273
"San Juan","NW-2008-1084729","2008-SJ064",NA,"08NWR12018","Confirmed - High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Amy Traxler","Whale Museum","San Juan County Marine Mammal Stranding Network","NW","United States","San Juan Island","WA","Pacific Ocean","Cape San Juan - private beach",48.46121,"dd.dddd","NA",-122.9658,"dd.dddd","NA","NA","N","CBD","2008-DEC-26",2008,"DEC","26","Beach or Land","NA","NA","Fresh Dead","N","2008-DEC-30","2008","DEC","30","Fresh Dead","N","Female","Calf","95","cm","actual","NA","NA","2008-DEC-30","2008","DEC","30","J Gaydos","NA","Harbor porpoise","Inland_WA",-0.0289727272727305,0.0393091666666621,-122.9658,48.46121,48.5005191666667,-122.994772727273
"San Juan","NW-2011-1128415","2011-SJ003",NA,"11NWR02004","Confirmed - High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Amy Traxler","Whale Museum","San Juan County Marine Mammal Stranding Network","NW","United States","Orcas Island","WA","Pacific Ocean","private beach in West Beach area",48.68361,"dd.dddd","actual",-122.9622,"dd.dddd","actual","GPS","N","N","2011-FEB-23",2011,"FEB","23","Beach or Land","NA","NA","Fresh Dead","N","2011-FEB-24","2011","FEB","24","Fresh Dead","N","Female","Adult","165","cm","actual","78","kg","2011-FEB-24","2011","FEB","24","J Gaydos","NA","Harbor porpoise","Inland_WA",-0.0325727272727221,-0.183090833333338,-122.9622,48.68361,48.5005191666667,-122.994772727273
"San Juan","NW-2002-1000372","2002-SJ025",NA,"02NWR08024","Confirmed - High Report","Porpoise, harbor","Phocoena","phocoena","Validated","R. Osborne","Whale Museum","Whale Museum","NW","United States","Shaw Island","WA","Puget Sound","Neck Point; S side",48.5836,"dd.dddd","NA",-123.0124,"dd.dddd","NA","NA","NA","N","2002-AUG-06",2002,"AUG","6","Beach or Land","NA","NA","Fresh Dead","N","2002-AUG-06","2002","AUG","6","Fresh Dead","NA","Unid","Calf","39","in","estimate","NA","kg","NA","NA","NA","NA","NA","NA","Harbor porpoise","Inland_WA",0.0176272727272675,-0.0830808333333337,-123.0124,48.5836,48.5005191666667,-122.994772727273
"San Juan","NW-2002-1027302","2002-SJ033",NA,"NMFSNW-4848","NA","Porpoise, harbor","Phocoena","phocoena","Validated","Whale Museum","NA","Unknown","NW","United States","Lopez Island","WA","Upright Channel","Flat Point",48.5511,"dd.dddd","NA",-122.9196,"dd.dddd","NA","NA","NA","N","2002-MAY-30",2002,"MAY","30","NA","NA","NA","Fresh Dead","N","2002-OCT-08","2002","OCT","8","Fresh Dead","N","Male","Unid","146","cm","actual","NA","kg","NA","NA","NA","NA","Unknown","NA","Harbor porpoise","Inland_WA",-0.0751727272727152,-0.0505808333333349,-122.9196,48.5511,48.5005191666667,-122.994772727273
"San Juan","NW-2015-1175503","2015-SJ041",NA,"15NWR08021","Confirmed- High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Jennifer Olson","Whale Museum","Whale Museum","NW","United States","Gossip Island","WA","Pacific Ocean","Gossip Island, S end of Reid Harbor",48.6634,"dd.dddd","actual",-123.1723,"dd.dddd","actual","GPS","N","N","2015-AUG-25",2015,"AUG","25","Beach or Land","NA","NA","Fresh Dead","N","2015-AUG-25","2015","AUG","25","Fresh Dead","N","Male","Calf","101.3","cm","actual","17","kg","2015-AUG-26","2015","AUG","26","WM","NA","Harbor porpoise","Inland_WA",0.177527272727247,-0.16288083333334,-123.1723,48.6634,48.5005191666667,-122.994772727273
"San Juan","NW-2017-1195673","2017-SJ005",NA,"17NWR05003","Confirmed - Medium Report","Porpoise, harbor","Phocoena","phocoena","Validated","Volunteer","Whale Museum","Whale Museum","NW","United States","NA","WA","Pacific Ocean","Haro Strait",48.45623,"dd.dddd","actual",-123.0347,"dd.dddd","actual","GPS","N","CBD","2017-MAY-10",2017,"MAY","10","Floating","NA","NA","Advanced Decomposition","N","2017-MAY-10","2017","MAY","10","Advanced Decomposition","N","Unid","Adult","0","cm","estimate","NA","NA","NA","NA","NA","NA","NA","Soundwatch Team came across this floating dead adult porpoise. Skin was almost entirely sloughed other than a little bit on the flukes and pec fins. Both lower mandibles along with large chunk of flesh missing on the ventral side of animal just caudal to","Harbor porpoise","Inland_WA",0.0399272727272688,0.0442891666666654,-123.0347,48.45623,48.5005191666667,-122.994772727273
"San Juan","NW-2018-1203519","2018-SJ004",NA,"18NWR04038","NA","Porpoise, harbor","Phocoena","phocoena","Ready for Regional Validation","Jennifer Olson","Whale Museum","Whale Museum","NW","United States","Lopez Island","WA","Pacific Ocean","149 Peninsula Bay Road, Lopez Island",48.51194,"dd.dddd","NA",-122.9334,"dd.dddd","NA","NA","N","CBD","2018-APR-21",2018,"APR","21","Beach or Land","NA","NA","Fresh Dead","Y","2018-APR-21","2018","APR","21","Fresh Dead","N","Female","Adult","154","cm","actual","0","NA","NA","NA","NA","NA","NA","Dead adult female - scavenging was too extensive to collect for necropsy; however, an intact fetus was collected for future exam.. Large scavenging wound on the left side of body that extended into both thoracic and abdominal cavities. Scavenging over left side of face exposing mandible as well as ventral side of body just cranial to the genital slit.. .","Harbor porpoise","Inland_WA",-0.061372727272726,-0.0114208333333394,-122.9334,48.51194,48.5005191666667,-122.994772727273
"San Juan","NW-2018-1205056","2018-SJ060",NA,"18NWR08067","NA","Porpoise, harbor","Phocoena","phocoena","Validated","Volunteer","Whale Museum","Whale Museum","NW","United States","San Juan Island","WA","Pacific Ocean","1691 False Bay Dr",48.4802,"dd.dddd","estimate",-123.0672,"dd.dddd","estimate","Internet","NA","CBD","2018-AUG-24",2018,"AUG","24","Beach or Land","NA","NA","Fresh Dead","Y","2018-AUG-24","2018","AUG","24","Fresh Dead","NA","Male","Calf","98.6","cm","actual","0","NA","NA","NA","NA","NA","NA","Dead harbor porpoise calf - too scavenged for necropsy. Severely scavenged calf, missing all organs.. .","Harbor porpoise","Inland_WA",0.0724272727272819,0.0203191666666598,-123.0672,48.4802,48.5005191666667,-122.994772727273
"San Juan","NW-2015-1174504","2015-SJ022",NA,"15NWR07024","Confirmed- High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Volunteer","Whale Museum","Whale Museum","NW","United States","Orcas Island","WA","Pacific Ocean","Buckhorn Beach, Orcas Island",48.7087,"dd.dddd","actual",-122.8701,"dd.dddd","actual","GPS","N","N","2015-JUL-22",2015,"JUL","22","Beach or Land","NA","NA","Fresh Dead","N","2015-JUL-22","2015","JUL","22","Fresh Dead","N","Female","Adult","165","cm","actual","58","kg","2015-JUL-23","2015","JUL","23","WM","NA","Harbor porpoise","Inland_WA",-0.124672727272738,-0.208180833333337,-122.8701,48.7087,48.5005191666667,-122.994772727273
"San Juan","NW-2014-1159329","2014-SJ069",NA,"14NWR09002","Confirmed - High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Jennifer Olson","Whale Museum","Whale Museum","NW","United States","Friday Harbor","WA","Pacific Ocean","Jacksons Beach, Friday Harbor, San Juan Island, WA",48.52073,"dd.dddd","actual",-123.0065,"dd.dddd","actual","GPS","N","CBD","2014-SEP-02",2014,"SEP","2","Beach or Land","NA","NA","Fresh Dead","N","2014-SEP-03","2014","SEP","3","Fresh Dead","N","Male","Calf","96","cm","actual","NA","NA","NA","NA","NA","NA","NA","Teeth were not erupted. Right pectoral fin was missing with scavenging extending into the body cavity. Tips of the flukes were missing. Extensive scavenging along the right side of the head extending back to the end of the exposed lower mandible. Genital area also had some scavenging. Additional morphometric measurements were collected.","Harbor porpoise","Inland_WA",0.0117272727272706,-0.0202108333333371,-123.0065,48.52073,48.5005191666667,-122.994772727273
"San Juan","NW-2014-1157596","2014-SJ006",NA,"14NWR05030","Confirmed - Medium Report","Porpoise, harbor","Phocoena","phocoena","Validated","Jennifer Olson","The Whale Museum","Whale Museum","NW","United States","San Juan Island","WA","Pacific Ocean","Cattle Point",48.45159,"dd.dddd","actual",-122.968,"dd.dddd","actual","GPS","N","CBD","2014-MAY-27",2014,"MAY","27","Beach or Land","NA","NA","Mummified/Skeletal","N","2014-MAY-27","2014","MAY","27","Mummified/Skeletal","N","Unid","Adult","139","cm","estimate","NA","NA","NA","NA","NA","NA","NA","NA","Harbor porpoise","Inland_WA",-0.0267727272727285,0.0489291666666603,-122.968,48.45159,48.5005191666667,-122.994772727273
"San Juan","NW-2010-1120015","2010-SJ046",NA,"10NWR07028","Unconfirmed","Porpoise, harbor","Phocoena","phocoena","Validated","Amy Traxler","Whale Museum","San Juan County Marine Mammal Stranding Network","NW","United States","San Juan Island","WA","Pacific Ocean","Off Lime Kiln State Park",48.52713,"dd.dddd","actual",-123.1651,"dd.dddd","actual","GPS","N","CBD","2010-JUL-13",2010,"JUL","13","Floating","NA","NA","Condition Unknown","Y","NA","NA","NA","NA","NA","N","Unid","Unid","0","cm","estimate","NA","NA","NA","NA","NA","NA","NA","This dead floater was actually reported to the British Columbia Stranding Network via email and the information was passed on to us 2 days later. There were no other reports of it from any other sources.","Harbor porpoise","Inland_WA",0.170327272727263,-0.0266108333333364,-123.1651,48.52713,48.5005191666667,-122.994772727273
"San Juan","NW-2014-1157597","2014-SJ008",NA,"14NWR05031","Confirmed - Medium Report","Porpoise, harbor","Phocoena","phocoena","Validated","Network Volunteer","The Whale Museum","Whale Museum","NW","United States","San Juan Island","WA","Pacific Ocean","False Bay",48.48888,"dd.dddd","actual",-123.063,"dd.dddd","actual","GPS","N","CBD","2014-MAY-28",2014,"MAY","28","Beach or Land","NA","NA","Fresh Dead","N","2014-MAY-28","2014","MAY","28","Fresh Dead","N","Unid","Adult","137","cm","actual","NA","NA","NA","NA","NA","NA","NA","Volunteer forgot how to determine sex, so there is no information as to the sex of this individual","Harbor porpoise","Inland_WA",0.0682272727272704,0.0116391666666615,-123.063,48.48888,48.5005191666667,-122.994772727273
"San Juan","NW-2012-1146051","2012-SJ074",NA,"12NWR11017","Confirmed - Medium Report","Porpoise, harbor","Phocoena","phocoena","Validated","Amy Traxler","Whale Museum","San Juan County Marine Mammal Stranding Network","NW","United States","Decatur Island","WA","Pacific Ocean","E side, floating",48.51255,"dd.dddd","actual",-122.7685,"dd.dddd","actual","GPS","N","CBD","2012-NOV-16",2012,"NOV","16","Floating","NA","NA","Condition Unknown","N","2012-NOV-16","2012","NOV","16","Advanced Decomposition","N","Male","Unid","0","cm","estimate","NA","NA","NA","NA","NA","NA","NA","Headless and tailess male Pp floating - no obvious injuries on remaining portion of body.","Harbor porpoise","Inland_WA",-0.226272727272729,-0.0120308333333341,-122.7685,48.51255,48.5005191666667,-122.994772727273
"San Juan","NW-2012-1144493","2012-SJ015",NA,"12NWR05076","Confirmed - Minimum","Porpoise, harbor","Phocoena","phocoena","Validated","Amy Traxler","Whale Museum","San Juan County Marine Mammal Stranding Network","NW","United States","Orcas Island","WA","Pacific Ocean","Obstruction Pass",48.60177,"dd.dddd","estimate",-122.8284,"dd.dddd","estimate","Internet","N","CBD","2012-MAY-13",2012,"MAY","13","Beach or Land","NA","NA","Advanced Decomposition","Y","NA","NA","NA","NA","NA","N","Unid","Adult","0","cm","estimate","NA","NA","NA","NA","NA","NA","NA","The skull from this animal was later collected which confirmed the species ID. Also from size of skull presumed to be an adult animal.","Harbor porpoise","Inland_WA",-0.166372727272744,-0.101250833333339,-122.8284,48.60177,48.5005191666667,-122.994772727273
"San Juan","NW-2012-1145597","2012-SJ073",NA,"12NWR11002","Confirmed - Medium Report","Porpoise, harbor","Phocoena","phocoena","Validated","Amy Traxler","Whale Museum","San Juan County Marine Mammal Stranding Network","NW","United States","Lummi Island","WA","Pacific Ocean","Off Lummi Island, W side",48.6605,"dd.dddd","actual",-122.6611,"dd.dddd","actual","GPS","N","Y","2012-NOV-01",2012,"NOV","1","Beach or Land","NA","NA","Fresh Dead","Y","NA","NA","NA","NA","NA","N","Male","Adult","0","cm","estimate","NA","NA","NA","NA","NA","NA","NA","A trained Stranding Network responder was working as a marine mammal observer on a fishing boat when this porpoise became entangled in a gill net. As an observer for WDFW, she was not allowed to touch the animal because of health concerns nor was she allowed to contact the local stranding network to pick up the carcass. The crew did allow her to take a few pictures, however to document the entanglement.","Harbor porpoise","Inland_WA",-0.333672727272727,-0.159980833333336,-122.6611,48.6605,48.5005191666667,-122.994772727273
"San Juan","NW-2009-1088419","2009-SJ001",NA,"09NWR02020","Confirmed - High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Amy Traxler","Whale Museum","San Juan County Marine Mammal Stranding Network","NW","United States","Orcas Island","WA","Pacific Ocean","North Beach",48.712,"dd.dddd","actual",-122.9228,"dd.dddd","actual","GPS","N","N","2009-FEB-17",2009,"FEB","17","Beach or Land","NA","NA","Fresh Dead","N","2009-FEB-18","2009","FEB","18","Fresh Dead","N","Female","Adult","161","cm","actual","NA","NA","2009-FEB-18","2009","FEB","18","J. Gaydos","This harbor porpoise contained a fetus which was also necropsied and assigned the #2009-SJ001A.","Harbor porpoise","Inland_WA",-0.0719727272727368,-0.21148083333334,-122.9228,48.712,48.5005191666667,-122.994772727273
"San Juan","NW-2004-1028412","2004-SJ005",NA,"04NWR04012","Confirmed - Medium Report","Porpoise, harbor","Phocoena","phocoena","Validated","Whale Museum","Whale Museum","Whale Museum","NW","United States","San Juan Island","WA","Puget Sound","Friday Harbor labs",48.5454,"dd.dddd","NA",-123.0133,"dd.dddd","NA","NA","NA","CBD","2004-APR-13",2004,"APR","13","Beach or Land","NA","NA","Moderate Decomposition","N","2004-APR-15","2004","APR","15","Moderate Decomposition","N","Male","Yearling","40","in","estimate","NA","NA","NA","NA","NA","NA","NA","NA","Harbor porpoise","Inland_WA",0.018527272727269,-0.0448808333333375,-123.0133,48.5454,48.5005191666667,-122.994772727273
"San Juan","NW-2004-1042671","2004-SJ069",NA,"04NWR07095","Confirmed - Medium Report","Porpoise, harbor","Phocoena","phocoena","Validated","J. Knight","Whale Museum","Whale Museum","NW","United States","Lopez Island","WA","Puget Sound","Otis Perkins Park",48.5055,"dd.dddd","NA",-122.9347,"dd.dddd","NA","NA","N","CBD","2004-JUL-30",2004,"JUL","30","Beach or Land","NA","NA","Fresh Dead","N","2004-JUL-30","2004","JUL","30","Fresh Dead","N","Unid","Calf","0","in","estimate","NA","NA","NA","NA","NA","NA","NA","neonate; will be necropsied at later date","Harbor porpoise","Inland_WA",-0.0600727272727255,-0.00498083333333454,-122.9347,48.5055,48.5005191666667,-122.994772727273
"San Juan","NW-2000-1023596","2000SJ007",NA,"NMFSNW-1401","NA","Porpoise, harbor","Phocoena","phocoena","Validated","Public","NA","Unknown","NW","United States","San Juan Island","WA","Haro Strait","Off American Camp",48.4605,"dd.dddd","NA",-123.029,"dd.dddd","NA","NA","NA","N","2000-APR-14",2000,"APR","14","NA","NA","NA","Fresh Dead","N","2000-APR-14","2000","APR","14","Fresh Dead","N","Unid","Unid","NA","cm","actual","NA","kg","NA","NA","NA","NA","NA","NA","Harbor porpoise","Inland_WA",0.0342272727272643,0.0400191666666601,-123.029,48.4605,48.5005191666667,-122.994772727273
"San Juan","NW-2018-1205052","2018-SJ055",NA,"18NWR08063","NA","Porpoise, harbor","Phocoena","phocoena","Validated","Jennifer Olson","Whale Museum","Whale Museum","NW","United States","Sucia Island","WA","Pacific Ocean","Shallow Bay",48.765,"dd.dddd","actual",-122.9144,"dd.dddd","actual","GPS","NA","N","2018-AUG-08",2018,"AUG","8","Beach or Land","NA","NA","Fresh Dead","Y","2018-AUG-08","2018","AUG","8","Fresh Dead","NA","Male","Calf","55","cm","actual","6.9","kg","2018-AUG-22","2018","AUG","22","WM","Fresh dead emaciated harbor porpoise calf, collected and frozen for a necropsy.. neonatal hairs present on rostrum. Emaciated.. .","Harbor porpoise","Inland_WA",-0.0803727272727173,-0.264480833333337,-122.9144,48.765,48.5005191666667,-122.994772727273
"San Juan","NW-2012-1144987","2012-SJ049",NA,"12NWR08018","Confirmed - High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Amy Traxler","Whale Museum","San Juan County Marine Mammal Stranding Network","NW","United States","San Juan Island","WA","Pacific Ocean","Friday Harbor marina",48.53984,"dd.dddd","estimate",-123.0164,"dd.dddd","estimate","Internet","N","CBD","2012-AUG-22",2012,"AUG","22","Floating","NA","NA","Fresh Dead","N","2012-AUG-28","2012","AUG","28","Fresh Dead","N","Male","Calf","95","cm","actual","13","kg","2012-AUG-28","2012","AUG","28","J Gaydos","NA","Harbor porpoise","Inland_WA",0.0216272727272724,-0.0393208333333348,-123.0164,48.53984,48.5005191666667,-122.994772727273
